Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
BUON DON HYDRO,VT:BSA,BSA.HNO,8/20/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electricity,Buon Don Hydro,Active
BV LAND,VT:BVL,BVL.HNO,6/11/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,BV Land,Active
CA MAU WATER SUPPLY SEWERAGE & URBAN WORK,VT:CMW,CMW.HNO,4/4/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,CA MAU Water Supply Sewerage and Urban Work,Active
CADOVIMEX SIMX.& PROC.,VT:CAD,CAD.HNO,1/5/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Cadovimex Seafood Import-Export and Processing,Active
CAI LAY VETERINA,VT:MKV,MKV.HN,12/31/2008,2008,Equities,Hanoi,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Cai Lay Veterina,Active
CAILAN PORT INVESTMENT,VT:CPI,CPI.HNO,8/18/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Cailan Port Investment,Active
CAM HA,VT:CHC,CHC.HNO,6/20/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Cam Ha,Active
CAM RANH INAPT.SVS.,VT:CIA,CIA.HN,11/29/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Cam Ranh Inapt Services,Active
CAM RANH PORT LIABILITY,VT:CCR,CCR.HN,9/24/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Cam Ranh Port Liability,Active
CAMAU TRADING,VT:CMV,CMV.HM,6/21/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Support Services,Camau Trading,Active
CAMIMEX,VT:CMM,CMM.HNO,11/8/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Camimex,Active
CAMIMEX GROUP,VT:CMX,CMX.HM,11/9/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Camimex Group,Active
CAN DON HYDRO POWER,VT:SJD,SJD.HM,6/12/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Can Don Hydro Power,Active
CAN THO MINERAL AND CEMENT,VT:CCM,CCM.HNO,9/18/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Can THO Mineral and Cement,Active
CAN THO PORT,VT:CCT,CCT.HNO,2/10/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Transportation,Can THO Port,Active
CAN THO SADICO,VT:SDG,SDG.HN,12/22/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Can THO Sadico,Active
CAN THO WATER SUPPLY- SEWERAGE,VT:CTW,CTW.HNO,10/12/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Can THO Water Supply- Sewerage,Active
CANTHO IMX.SFO.JSC.,VT:CCA,CCA.HNO,12/26/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Cantho Import Export Seafood Joint Stock Company,Active
CANTHO PESTICIDE,VT:CPC,CPC.HN,1/18/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Chemicals,Cantho Pesticide,Active
CANTHO URBAN,VT:UCT,UCT.HNO,3/25/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Cantho Urban,Active
CAO BANG CAST IRON AND STEEL,VT:CBI,CBI.HNO,7/13/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,CAO Bang Cast Iron and Steel,Active
CAO BANG MINERAL AND METALLURGICAL,VT:KCB,KCB.HNO,12/1/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Metals and Mining,CAO Bang Mineral and Metallurgical,Active
CAO BANG SUGAR J,VT:CBS,CBS.HNO,12/22/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,CAO Bang Sugar J,Active
CAO SON COAL,VT:CST,CST.HNO,4/26/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,CAO Son Coal,Active
CAT LAI PORT,VT:CLL,CLL.HM,7/8/2014,2014,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Cat Lai Port,Active
CAT LOI,VT:CLC,CLC.HM,1/1/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Tobacco,Cat LOI,Active
CAU DUONG,VT:CDG,CDG.HNO,9/15/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Cau Duong,Active
CENCON VIET NAM,VT:CEN,CEN.HNO,6/15/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Health Care Equipment and Services,Cencon Viet Nam,Active
CENTRAL AREA ELE,VT:CJC,CJC.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Central Area ELE,Active
CENTRAL CONTAINER,VT:VSM,VSM.HN,7/17/2017,2017,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Central Container,Active
CENTRAL HYDROPOWER,VT:CHP,CHP.HM,4/20/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Electricity,Central Hydropower,Active
CENTRAL PHARMACEUTICAL CPC1 JSC,VT:DP1,DP1.HNO,6/12/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Central Pharmaceutical CPC1 JSC,Active
CENTRAL PHARMACEUTICAL JSC NO 3,VT:DP3,DP3.HN,7/17/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Central Pharmaceutical JSC No 3,Active
CENTRAL PHARMACEUTICAL NO2,VT:DP2,DP2.HNO,5/19/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Central Pharmaceutical No2,Active
CENTRAL PLANT PROTECTION NO.1,VT:BT1,BT1.HNO,11/9/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Central Plant Protection Number 1,Active
CENTRAL POWER REAL ESTATE,VT:LEC,LEC.HM,6/14/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Central Power Real Estate,Active
CENTRAL PTVE.FTLZ.& CHEMS.,VT:PCE,PCE.HN,7/23/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,Chemicals,Central Petrovietnam Fertilizer and Chemicals,Active
CENTRAL VIETNAM METAL,VT:KMT,KMT.HN,8/25/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Central Vietnam Metal,Active
CENTURY 21,VT:C21,C21.HNO,7/15/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Century 21,Active
CENTURY LAND,VT:CRE,CRE.HM,9/5/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Century Land,Active
CENTURY SYNTHETIC FIBER,VT:STK,STK.HM,9/30/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,-,Century Synthetic Fiber,Active
CEO GROUP,VT:CEO,CEO.HN,9/29/2014,2014,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,CEO Group,Active
CFM INVESTMENT JOINT STOCK COMPANY,VT:CFM,CFM.HNO,1/25/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,CFM Investment Joint Stock Company,Active
CFS INVESTMENT TRADE AND IMPORT EXPORT,VT:KLF,KLF.HN,9/23/2013,2013,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,CFS Investment Trade and Import Export,Active
CHANG YIH CERAMIC,VT:CYC,CYC.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Chang Yih Ceramic,Active
CHO LON INVESTMENT AND IMPORT EXPORT,VT:CLX,CLX.HNO,3/1/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Retailers,CHO LON Investment and Import Export,Active
CHO LON REAL EST,VT:RCL,RCL.HN,6/14/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,CHO LON Real Est,Active
CHO LON WATER SUPPLY,VT:CLW,CLW.HM,1/11/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",CHO LON Water Supply,Active
CHOLIMEX FOOD,VT:CMF,CMF.HNO,11/30/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Cholimex Food,Active
CHUONG DUONG,VT:CDC,CDC.HM,12/31/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Chuong Duong,Active
CHUONG DUONG BEVERAGES,VT:SCD,SCD.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Beverages,Chuong Duong Beverages,Active
CIENCO4 GROUP JSC,VT:C4G,C4G.HNO,12/10/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,CIENCO4 Group JSC,Active
CII BRIDGES AND ROADS INVESTMENT,VT:LGC,LGC.HM,4/2/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Engineering,CII Bridges and Roads Investment,Active
CITY AUTO,VT:CTF,CTF.HM,5/30/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,General Retailers,City Auto,Active
CLEVER GROUP CORPORATION,VT:ADG,ADG.HM,12/26/2019,2019,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Media,Clever Group Corporation,Active
CMC,VT:CVT,CVT.HM,11/16/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,CMC,Active
CMC,VT:CMG,CMG.HM,1/22/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Software and Computer Services,CMC,Active
CMC INVESTMENT,VT:CMC,CMC.HN,4/2/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,Financial Services (Sector),CMC Investment,Active
CMH VIET NAM GROUP,VT:CMS,CMS.HN,11/29/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,CMH Viet Nam Group,Active
CMISTONE VIET NAM,VT:CMI,CMI.HNO,6/23/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Cmistone Viet Nam,Active
CNG VIETNAM,VT:CNG,CNG.HM,11/23/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",CNG Vietnam,Active
CNT GROUP,VT:CNT,CNT.HNO,7/28/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,CNT Group,Active
CODUPHA CENTRAL PHARMA,VT:CDP,CDP.HNO,7/13/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Health Care Equipment and Services,Codupha Central Pharma,Active
COLUSA - MILIKET,VT:CMN,CMN.HNO,7/10/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Food Producers,Colusa - Miliket,Active
COMA 18,VT:CIG,CIG.HM,7/19/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Engineering,Coma 18,Active
CON.&.INFR.DEV.JSC,VT:CID,CID.HNO,4/2/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction and Infrastructure Development JSC,Active
CON.CONSULTATION JSC.FOR MRIT.BLDG.,VT:TVH,TVH.HNO,3/13/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction Consultation Joint Stock Company for Maritime Building,Active
CON.MATS.&.IRDC.,VT:CMD,CMD.HNO,7/11/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction Materials and Interior Decoration,Active
CONSTRUCTION,VT:CT6,CT6.HNO,5/4/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction,Active
CONSTRUCTION 47,VT:C47,C47.HM,3/30/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Construction 47,Active
CONSTRUCTION AND,VT:C92,C92.HNO,11/19/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Software and Computer Services,Construction and,Active
CONSTRUCTION AND EQUIPMENT INDUSTRY CIE1,VT:CE1,CE1.HNO,7/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Engineering,Construction and Equipment Industry CIE1,Active
CONSTRUCTION AND INDUSTRIAL,VT:CIP,CIP.HNO,12/22/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Construction and Industrial,Active
CONSTRUCTION AND INDUSTRY EQUIPMENT,VT:CEG,CEG.HNO,6/1/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Industrial Engineering,Construction and Industry Equipment,Active
CONSTRUCTION CORPORATION,VT:CC1,CC1.HNO,7/24/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction Corporation,Active
CONSTRUCTION INVESTMENT,VT:C32,C32.HM,2/23/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Construction Investment,Active
CONSTRUCTION JOINT STOCK COMPANY NO 5,VT:SC5,SC5.HM,10/18/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Construction Joint Stock Company No 5,Active
CONSTRUCTION MACHINERY,VT:TCK,TCK.HNO,5/22/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction Machinery,Active
CONSTRUCTION NO 12,VT:V12,V12.HN,1/5/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Construction No 12,Active
CONSTRUCTION NO 9,VT:VC9,VC9.HN,11/16/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Construction No 9,Active
CONSTRUCTION NO.1,VT:VC1,VC1.HN,5/14/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Construction Number 1,Active
CONSTRUCTION NO.5,VT:VC5,VC5.HNO,1/16/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Construction Number 5,Active
CONSULTANCY DESIGN AND URBAN DEVELOPMENT,VT:CDO,CDO.HNO,3/9/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Consultancy Design and Urban Development,Active
COSEVCO CERAMIC TILES,VT:DCR,DCR.HNO,11/7/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Cosevco Ceramic Tiles,Active
COTEC INV.&.LAND- HOUSE DEV.,VT:CLG,CLG.HNO,8/9/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Cotec Investment and Land- House Development,Active
COTECCONS CONSTRUCTION,VT:CTD,CTD.HM,1/20/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Coteccons Construction,Active
CREATE CAPITAL VIET NAM,VT:CRC,CRC.HM,8/20/2018,2018,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Chemicals,Create Capital Viet Nam,Active
CRPH.JSC.NO3,VT:TW3,TW3.HNO,10/26/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Central Pharmaceutical Joint Stock Company NO3,Active
CSLT.&.INSPEC.JSC OF CON.TECH.AND EQU.,VT:CNN,CNN.HNO,6/1/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Consultant and Inspection JSC of Construction Technology and Equipment,Active
CSTX.NO.8 INV.& CON.,VT:CX8,CX8.HN,5/19/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Constrexim Number 8 Investment and Construction,Active
CUCHI COML. & IDP.INV.,VT:CCI,CCI.HM,4/15/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Cuchi Commercial and Industrial Developing Investment,Active
CUONG THUAN IDICO DVIT.,VT:CTI,CTI.HM,3/19/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Cuong Thuan Idico Development Investment,Active
CUU LONG FISH,VT:ACL,ACL.HM,9/5/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,CUU Long Fish,Active
CUU LONG PETRO G,VT:PCT,PCT.HN,8/5/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,CUU Long Petro G,Active
CUU LONG PETRO URD.&INV.,VT:CCL,CCL.HM,3/3/2011,2011,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,CUU Long Petro URD and Investment,Active
CUU LONG PHARM.,VT:DCL,DCL.HM,10/24/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,CUU Long Pharmaceutical,Active
DA NANG CON.BLMS. VICEM,VT:DXV,DXV.HM,2/26/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Da Nang Construction Building Materials Vicem,Active
DA NANG HOUSING CONSTRUCTION DEVELOPMENT,VT:NDX,NDX.HN,7/17/2013,2013,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Da Nang Housing Construction Development,Active
DA NANG PLASTIC,VT:DPC,DPC.HN,4/25/2007,2007,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Da Nang Plastic,Active
DA NANG PORT,VT:CDN,CDN.HN,3/30/2016,2016,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Da Nang Port,Active
DA NANG PORT LOG,VT:DNL,DNL.HNO,7/9/2013,2013,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Da Nang Port Log,Active
DA NANG WATER SUPPLY,VT:DNN,DNN.HNO,8/8/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,"Gas, Water and Multiutilities",Da Nang Water Supply,Active
DA NHIM - HAM THUAN - DA MI HYDRO POWER,VT:DNH,DNH.HNO,6/19/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Da Nhim - Ham Thuan - Da MI Hydro Power,Active
DABACO VIETNAM,VT:DBC,DBC.HM,3/31/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Food Producers,Dabaco Vietnam,Active
DAI CHAU,VT:DCS,DCS.HNO,12/31/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Household Goods and Home Construction,Dai Chau,Active
DAI THIEN LOC,VT:DTL,DTL.HM,6/4/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Metals and Mining,Dai Thien Loc,Active
DAI TRUONG THANH,VT:DTE,DTE.HNO,12/31/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Alternative Energy,Dai Truong Thanh,Active
DAI VIET PAINT,VT:DVG,DVG.HN,1/14/2021,2021,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Dai Viet Paint,Active
DAK DOA HYDROPOWER,VT:HPD,HPD.HNO,6/23/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Electricity,DAK DOA Hydropower,Active
DAKLAK PHARMACEU,VT:DBM,DBM.HNO,12/17/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Daklak Pharmaceu,Active
DAKLAK RUBBER INVESTMENT,VT:DRI,DRI.HNO,5/23/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Automobiles and Parts,Daklak Rubber Investment,Active
DAKLAK RUBBER JOINT STOCK COMPANY,VT:DRG,DRG.HNO,12/11/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Automobiles and Parts,Daklak Rubber Joint Stock Company,Active
DAKLAK TOURIST,VT:DLD,DLD.HNO,6/4/2013,2013,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Travel and Leisure,Daklak Tourist,Active
DAKLAK URB.&. ENVIROMENT LTD.CO.,VT:UDL,UDL.HNO,7/13/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Daklak Urban and Enviroment Limited Company,Active
DAKLAK WATER SUPPLY JOINT STOCK COMPANY,VT:DWC,DWC.HNO,12/27/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Daklak Water Supply Joint Stock Company,Active
DALAT REAL ESTATE,VT:DLR,DLR.HNO,5/20/2010,2010,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Dalat Real Estate,Active
DALAT URBAN SERVICE JOINT STOCK COMPANY,VT:DUS,DUS.HNO,12/15/2020,2020,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Dalat Urban Service Joint Stock Company,Active
DAM PHU MY PACKAGING,VT:PMP,PMP.HN,9/22/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,General Industrials,Dam Phu My Packaging,Active
DAMAC GLS,VT:KSH,KSH.HNO,11/12/2008,2008,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Mining,Damac GLS,Active
DAMSAN,VT:ADS,ADS.HM,6/29/2016,2016,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Personal Goods,Damsan,Active
DAN SEM WATER PARK,VT:DSN,DSN.HM,10/26/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Travel and Leisure,Dan SEM Water Park,Active
DANAMECO MEDICAL,VT:DNM,DNM.HNO,2/16/2011,2011,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Health Care Equipment and Services,Danameco Medical,Active
DANANG AIRPORT S,VT:MAS,MAS.HN,9/9/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Industrial Transportation,Danang Airport S,Active
DANANG BOOKS & SCHL.EQU.,VT:BED,BED.HN,11/16/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,General Retailers,Danang Books and School Equipment,Active
DANANG EDUCATION,VT:DAD,DAD.HN,8/19/2009,2009,Equities,Hanoi,Vietnam,Vietnamese Dong,Media,Danang Education,Active
DANANG HOUSING INVDL.,VT:NDN,NDN.HN,4/21/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Danang Housing Investment and Development,Active
DANANG PHARMACEU,VT:DDN,DDN.HNO,8/25/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Pharmaceuticals and Biotechnology,Danang Pharmaceu,Active
DANANG RUBBER,VT:DRC,DRC.HM,5/3/2007,2007,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Automobiles and Parts,Danang Rubber,Active
DANANG URBAN ENVIRONMENT,VT:DNE,DNE.HNO,4/26/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Support Services,Danang Urban Environment,Active
DANAPHA PHARMACEUTICAL,VT:DAN,DAN.HNO,12/30/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,Danapha Pharmaceutical,Active
DANH KHOI GROUP JSC,VT:NRC,NRC.HN,4/5/2018,2018,Equities,Hanoi,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Danh Khoi Group JSC,Active
DAP - VINACHEM,VT:DDV,DDV.HNO,6/10/2015,2015,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Chemicals,DAP - Vinachem,Active
DAP CAU SHEET GLASS,VT:DSG,DSG.HNO,4/6/2018,2018,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,DAP Cau Sheet Glass,Active
DAPCAU GARMENT CORPORATION,VT:DCG,DCG.HNO,1/21/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,General Retailers,Dapcau Garment Corporation,Active
DAT PHUONG GROUP,VT:DPG,DPG.HM,1/12/2017,2017,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,DAT Phuong Group,Active
DAT XANH GROUP,VT:DXG,DXG.HM,12/22/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,DAT Xanh Group,Active
DAT XANH RLST.SVS. JSC.,VT:DXS,DXS.HM,7/15/2021,2021,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,DAT Xanh Real Estate Services Joint Stock Company,Active
DE TAM,VT:DTA,DTA.HM,7/16/2010,2010,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,De Tam,Active
DEO CA TRAFFIC INFINV.,VT:HHV,HHV.HM,12/21/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Industrial Transportation,Deo CA Traffic Infinv,Active
DESIGN AND CONSTRUCTION NO1,VT:DCF,DCF.HNO,1/12/2017,2017,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Design and Construction No1,Active
DET MAY 7,VT:DM7,DM7.HNO,7/30/2019,2019,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,-,Det May 7,Active
DEV.INCON.NO.1 JSC,VT:DC1,DC1.HNO,10/12/2016,2016,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Development Incon Number 1 JSC,Active
DEVELOPMENT INV.CON.,VT:DIG,DIG.HM,8/19/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Real Estate Investment and Services,Development Investment Construction,Active
DEVELOPMENT INVE,VT:DIH,DIH.HN,4/27/2011,2011,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Development Inve,Active
DEVELOPMENT INVE NO 2,VT:DC2,DC2.HN,7/2/2010,2010,Equities,Hanoi,Vietnam,Vietnamese Dong,Construction and Materials,Development Inve No 2,Active
DHC SUOI DOI,VT:DSD,DSD.HNO,5/17/2022,2022,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Unclassified,DHC Suoi DOI,Active
DIC INVESTMENT AND TRADING,VT:DIC,DIC.HNO,6/5/2007,2007,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Dic Investment and Trading,Active
DIC NUMBER 4,VT:DC4,DC4.HM,2/19/2009,2009,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Dic Number 4,Active
DIC-DONG TIEN,VT:DID,DID.HNO,12/10/2009,2009,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Dic-Dong Tien,Active
DIEN BAN TWN.CON. CNSLT. CTR.,VT:QNT,QNT.HNO,1/22/2021,2021,Equities,Hanoi OTC,Vietnam,Vietnamese Dong,Construction and Materials,Dien Ban Town Construction Consultancy Centre,Active
DIEN QUANG,VT:DQC,DQC.HM,2/21/2008,2008,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Construction and Materials,Dien Quang,Active
DIGIWORLD,VT:DGW,DGW.HM,8/3/2015,2015,Equities,Ho Chi Minh,Vietnam,Vietnamese Dong,Technology Hardware and Equipment,Digiworld,Active
DIN CAPITAL INVESTMENT GROUP,VT:PDB,PDB.HN,8/3/2015,2015,Equities,Hanoi,Vietnam,Vietnamese Dong,-,Din Capital Investment Group,Active
